frame,type,confidence,tracking_id,x1,y1,x2,y2,license_plate_text,lp_x1,lp_y1,lp_x2,lp_y2,lp_confidence
627,car,0.58,16,1777,381,1919,542,-1,1777,381,1919,542,-1
628,person,0.88,17,785,285,818,385,-1,785,285,818,385,-1
628,person,0.5,8,748,283,789,385,-1,748,283,789,385,-1
628,car,0.62,10,1273,319,1301,344,-1,1273,319,1301,344,-1
628,car,0.27,12,1365,322,1399,357,-1,1365,322,1399,357,-1
628,car,0.57,6,1142,313,1192,353,-1,1142,313,1192,353,-1
628,car,0.73,14,1384,324,1436,362,-1,1384,324,1436,362,-1
628,car,0.51,15,1343,321,1380,352,-1,1343,321,1380,352,-1
628,car,0.58,16,1757,365,1919,542,-1,1757,365,1919,542,-1
629,person,0.87,17,785,286,818,386,-1,785,286,818,386,-1
629,person,0.55,8,748,281,789,386,-1,748,281,789,386,-1
629,car,0.63,10,1273,319,1301,344,-1,1273,319,1301,344,-1
629,car,0.27,12,1365,323,1399,356,-1,1365,323,1399,356,-1
629,car,0.58,6,1142,313,1193,354,-1,1142,313,1193,354,-1
629,car,0.74,14,1384,324,1436,362,-1,1384,324,1436,362,-1
629,car,0.51,15,1343,321,1379,352,-1,1343,321,1379,352,-1
629,car,0.58,16,1738,349,1919,536,-1,1738,349,1919,536,-1
630,person,0.87,17,785,286,818,383,-1,785,286,818,383,-1
630,person,0.61,8,748,282,788,387,-1,748,282,788,387,-1
630,car,0.68,10,1274,319,1301,344,-1,1274,319,1301,344,-1
630,car,0.28,12,1364,323,1398,356,-1,1364,323,1398,356,-1
630,car,0.56,6,1142,313,1193,354,-1,1142,313,1193,354,-1
630,car,0.75,14,1384,324,1435,361,-1,1384,324,1435,361,-1
630,car,0.51,15,1343,321,1382,352,-1,1343,321,1382,352,-1
630,car,0.58,16,1721,342,1919,545,-1,1721,342,1919,545,-1
631,person,0.91,17,785,286,818,382,-1,785,286,818,382,-1
631,person,0.61,8,748,284,788,386,-1,748,284,788,386,-1
631,car,0.63,10,1274,319,1301,344,-1,1274,319,1301,344,-1
631,car,0.28,12,1365,323,1398,357,-1,1365,323,1398,357,-1
631,car,0.57,6,1142,313,1193,354,-1,1142,313,1193,354,-1
631,car,0.75,14,1384,325,1435,361,-1,1384,325,1435,361,-1
631,car,0.51,15,1343,321,1381,352,-1,1343,321,1381,352,-1
631,car,0.57,16,1702,340,1919,553,-1,1702,340,1919,553,-1
632,person,0.91,17,786,286,819,381,-1,786,286,819,381,-1
632,person,0.6,8,748,284,787,386,-1,748,284,787,386,-1
632,car,0.66,10,1273,319,1301,344,-1,1273,319,1301,344,-1
632,car,0.28,12,1365,323,1398,357,-1,1365,323,1398,357,-1
632,car,0.56,6,1142,312,1193,354,-1,1142,312,1193,354,-1
632,car,0.75,14,1384,325,1436,361,-1,1384,325,1436,361,-1
632,car,0.51,15,1343,321,1381,352,-1,1343,321,1381,352,-1
632,car,0.56,16,1686,339,1919,553,-1,1686,339,1919,553,-1
633,person,0.91,17,787,287,820,382,-1,787,287,820,382,-1
633,person,0.62,8,748,283,788,387,-1,748,283,788,387,-1
633,car,0.71,10,1273,319,1301,344,-1,1273,319,1301,344,-1
633,car,0.29,12,1365,323,1398,357,-1,1365,323,1398,357,-1
633,car,0.56,6,1142,312,1193,354,-1,1142,312,1193,354,-1
633,car,0.74,14,1384,325,1436,362,-1,1384,325,1436,362,-1
633,car,0.5,15,1343,321,1381,352,-1,1343,321,1381,352,-1
633,car,0.56,16,1672,339,1919,549,-1,1672,339,1919,549,-1
634,person,0.9,17,788,286,821,385,-1,788,286,821,385,-1
634,person,0.55,8,749,282,789,387,-1,749,282,789,387,-1
634,car,0.72,10,1274,319,1301,344,-1,1274,319,1301,344,-1
634,car,0.28,12,1365,323,1398,357,-1,1365,323,1398,357,-1
634,car,0.56,6,1142,312,1194,354,-1,1142,312,1194,354,-1
634,car,0.74,14,1384,324,1436,362,-1,1384,324,1436,362,-1
634,car,0.51,15,1343,321,1382,352,-1,1343,321,1382,352,-1
634,car,0.55,16,1659,339,1919,543,-1,1659,339,1919,543,-1
635,person,0.9,17,790,287,822,382,-1,790,287,822,382,-1
635,person,0.33,8,749,282,789,386,-1,749,282,789,386,-1
635,car,0.77,10,1274,319,1302,344,-1,1274,319,1302,344,-1
635,car,0.28,12,1364,323,1398,357,-1,1364,323,1398,357,-1
635,car,0.57,6,1142,312,1194,354,-1,1142,312,1194,354,-1
635,car,0.71,14,1384,324,1436,362,-1,1384,324,1436,362,-1
635,car,0.5,15,1343,321,1382,352,-1,1343,321,1382,352,-1
635,car,0.56,16,1645,339,1919,535,-1,1645,339,1919,535,-1
636,person,0.91,17,793,289,823,382,-1,793,289,823,382,-1
636,person,0.27,8,751,282,790,385,-1,751,282,790,385,-1
636,car,0.75,10,1274,319,1301,344,-1,1274,319,1301,344,-1
636,car,0.29,12,1364,323,1398,357,-1,1364,323,1398,357,-1
636,car,0.55,6,1141,311,1194,354,-1,1141,311,1194,354,-1
636,car,0.71,14,1384,325,1436,362,-1,1384,325,1436,362,-1
636,car,0.5,15,1343,321,1383,352,-1,1343,321,1383,352,-1
636,car,0.57,16,1633,337,1919,531,-1,1633,337,1919,531,-1
637,person,0.92,17,794,291,825,384,-1,794,291,825,384,-1
637,person,0.39,8,752,281,791,384,-1,752,281,791,384,-1
637,car,0.7,10,1273,319,1300,344,-1,1273,319,1300,344,-1
637,car,0.3,12,1365,323,1397,357,-1,1365,323,1397,357,-1
637,car,0.55,6,1141,311,1193,354,-1,1141,311,1193,354,-1
637,car,0.71,14,1384,325,1436,362,-1,1384,325,1436,362,-1
637,car,0.51,15,1343,322,1384,352,-1,1343,322,1384,352,-1
637,car,0.57,16,1620,336,1919,526,-1,1620,336,1919,526,-1
638,person,0.91,17,795,290,826,383,-1,795,290,826,383,-1
638,person,0.42,8,754,281,792,384,-1,754,281,792,384,-1
638,car,0.73,10,1274,319,1300,344,-1,1274,319,1300,344,-1
638,car,0.29,12,1366,323,1398,357,-1,1366,323,1398,357,-1
638,car,0.54,6,1140,311,1194,354,-1,1140,311,1194,354,-1
638,car,0.7,14,1384,325,1435,361,-1,1384,325,1435,361,-1
638,car,0.52,15,1343,322,1384,352,-1,1343,322,1384,352,-1
638,car,0.56,16,1609,336,1919,522,-1,1609,336,1919,522,-1
639,person,0.91,17,797,290,828,382,-1,797,290,828,382,-1
639,person,0.32,8,755,281,794,385,-1,755,281,794,385,-1
639,car,0.72,10,1274,319,1299,344,-1,1274,319,1299,344,-1
639,car,0.31,12,1366,323,1398,357,-1,1366,323,1398,357,-1
639,car,0.55,6,1140,311,1194,354,-1,1140,311,1194,354,-1
639,car,0.7,14,1383,325,1434,361,-1,1383,325,1434,361,-1
639,car,0.52,15,1343,322,1384,352,-1,1343,322,1384,352,-1
639,car,0.56,16,1598,335,1919,520,-1,1598,335,1919,520,-1
640,person,0.9,17,797,290,829,382,-1,797,290,829,382,-1
640,person,0.47,8,755,280,795,385,-1,755,280,795,385,-1
640,car,0.76,10,1273,319,1299,344,-1,1273,319,1299,344,-1
640,car,0.3,12,1366,323,1398,357,-1,1366,323,1398,357,-1
640,car,0.55,6,1139,312,1194,354,-1,1139,312,1194,354,-1
640,car,0.7,14,1384,325,1434,361,-1,1384,325,1434,361,-1
640,car,0.5,15,1343,322,1385,352,-1,1343,322,1385,352,-1
640,car,0.56,16,1588,335,1918,515,-1,1588,335,1918,515,-1
641,person,0.89,17,798,292,829,384,-1,798,292,829,384,-1
641,person,0.41,8,755,281,796,386,-1,755,281,796,386,-1
641,car,0.74,10,1273,319,1299,344,-1,1273,319,1299,344,-1
641,car,0.3,12,1365,323,1398,357,-1,1365,323,1398,357,-1
641,car,0.55,6,1138,312,1194,355,-1,1138,312,1194,355,-1
641,car,0.71,14,1384,325,1435,361,-1,1384,325,1435,361,-1
641,car,0.51,15,1343,322,1385,352,-1,1343,322,1385,352,-1
641,car,0.58,16,1578,334,1918,511,-1,1578,334,1918,511,-1
642,person,0.89,17,799,289,830,386,-1,799,289,830,386,-1
642,person,0.22,8,756,282,796,386,-1,756,282,796,386,-1
642,car,0.76,10,1272,319,1299,344,-1,1272,319,1299,344,-1
642,car,0.3,12,1363,323,1398,357,-1,1363,323,1398,357,-1
642,car,0.54,6,1138,312,1194,355,-1,1138,312,1194,355,-1
642,car,0.7,14,1383,325,1435,361,-1,1383,325,1435,361,-1
642,car,0.5,15,1343,322,1385,352,-1,1343,322,1385,352,-1
642,car,0.57,16,1569,333,1909,505,-1,1569,333,1909,505,-1
643,person,0.9,17,799,288,831,387,-1,799,288,831,387,-1
643,person,0.42,8,757,281,797,387,-1,757,281,797,387,-1
643,car,0.78,10,1272,319,1299,344,-1,1272,319,1299,344,-1
643,car,0.3,12,1364,323,1398,357,-1,1364,323,1398,357,-1
643,car,0.54,6,1138,312,1195,355,-1,1138,312,1195,355,-1
643,car,0.69,14,1383,325,1435,361,-1,1383,325,1435,361,-1
643,car,0.5,15,1343,322,1385,352,-1,1343,322,1385,352,-1
643,car,0.57,16,1561,333,1895,501,-1,1561,333,1895,501,-1
644,person,0.9,17,801,291,832,384,-1,801,291,832,384,-1
644,person,0.29,8,758,281,799,386,-1,758,281,799,386,-1
644,car,0.81,10,1272,319,1299,344,-1,1272,319,1299,344,-1
644,car,0.32,12,1364,323,1398,357,-1,1364,323,1398,357,-1
644,car,0.54,6,1138,312,1195,356,-1,1138,312,1195,356,-1
644,car,0.68,14,1383,325,1435,361,-1,1383,325,1435,361,-1
644,car,0.51,15,1343,322,1385,352,-1,1343,322,1385,352,-1
644,car,0.58,16,1552,332,1875,497,-1,1552,332,1875,497,-1
645,person,0.89,17,802,292,832,381,-1,802,292,832,381,-1
645,person,0.27,8,759,282,800,385,-1,759,282,800,385,-1
645,car,0.79,10,1272,318,1299,344,-1,1272,318,1299,344,-1
645,car,0.31,12,1364,323,1398,357,-1,1364,323,1398,357,-1
645,car,0.55,6,1138,312,1195,356,-1,1138,312,1195,356,-1
645,car,0.66,14,1383,324,1435,361,-1,1383,324,1435,361,-1
645,car,0.51,15,1343,322,1385,352,-1,1343,322,1385,352,-1
645,car,0.58,16,1544,332,1856,492,-1,1544,332,1856,492,-1
646,person,0.92,17,801,292,832,380,-1,801,292,832,380,-1
646,person,0.23,8,760,284,800,386,-1,760,284,800,386,-1
646,car,0.79,10,1272,318,1299,343,-1,1272,318,1299,343,-1
646,car,0.33,12,1364,323,1398,357,-1,1364,323,1398,357,-1
646,car,0.55,6,1138,311,1196,356,-1,1138,311,1196,356,-1
646,car,0.65,14,1383,324,1436,361,-1,1383,324,1436,361,-1
646,car,0.51,15,1343,321,1385,352,-1,1343,321,1385,352,-1
646,car,0.58,16,1536,332,1836,488,-1,1536,332,1836,488,-1
647,person,0.93,17,802,292,831,379,-1,802,292,831,379,-1
647,person,0.2,8,761,285,801,386,-1,761,285,801,386,-1
647,car,0.76,10,1272,318,1299,343,-1,1272,318,1299,343,-1
647,car,0.32,12,1364,323,1398,357,-1,1364,323,1398,357,-1
647,car,0.55,6,1138,310,1196,356,-1,1138,310,1196,356,-1
647,car,0.64,14,1383,324,1436,361,-1,1383,324,1436,361,-1
647,car,0.52,15,1343,321,1385,352,-1,1343,321,1385,352,-1
647,car,0.59,16,1528,332,1818,484,-1,1528,332,1818,484,-1
648,person,0.91,17,802,294,831,377,-1,802,294,831,377,-1
648,person,0.27,8,763,286,801,385,-1,763,286,801,385,-1
648,car,0.75,10,1270,318,1298,343,-1,1270,318,1298,343,-1
648,car,0.31,12,1364,323,1398,356,-1,1364,323,1398,356,-1
648,car,0.57,6,1138,310,1194,357,-1,1138,310,1194,357,-1
648,car,0.68,14,1383,324,1436,361,-1,1383,324,1436,361,-1
648,car,0.52,15,1343,321,1385,352,-1,1343,321,1385,352,-1
648,car,0.57,16,1521,334,1800,482,-1,1521,334,1800,482,-1
649,person,0.9,17,802,293,832,376,-1,802,293,832,376,-1
649,person,0.21,8,764,286,801,384,-1,764,286,801,384,-1
649,car,0.68,10,1269,317,1298,342,-1,1269,317,1298,342,-1
649,car,0.31,12,1364,323,1397,356,-1,1364,323,1397,356,-1
649,car,0.57,6,1138,309,1193,357,-1,1138,309,1193,357,-1
649,car,0.69,14,1383,324,1436,362,-1,1383,324,1436,362,-1
649,car,0.53,15,1343,321,1384,352,-1,1343,321,1384,352,-1
649,car,0.56,16,1513,334,1785,477,-1,1513,334,1785,477,-1
650,person,0.9,17,802,292,832,377,-1,802,292,832,377,-1
650,person,0.28,8,764,286,801,384,-1,764,286,801,384,-1
650,car,0.68,10,1269,317,1298,342,-1,1269,317,1298,342,-1
650,car,0.3,12,1364,323,1397,356,-1,1364,323,1397,356,-1
650,car,0.56,6,1138,309,1193,357,-1,1138,309,1193,357,-1
650,car,0.69,14,1383,324,1436,362,-1,1383,324,1436,362,-1
650,car,0.52,15,1343,321,1384,351,-1,1343,321,1384,351,-1
650,car,0.55,16,1508,336,1769,475,-1,1508,336,1769,475,-1
651,person,0.89,17,803,290,832,379,-1,803,290,832,379,-1
651,person,0.42,8,765,287,801,383,-1,765,287,801,383,-1
651,car,0.67,10,1269,317,1298,342,-1,1269,317,1298,342,-1
651,car,0.29,12,1366,323,1398,357,-1,1366,323,1398,357,-1
651,car,0.55,6,1137,309,1194,357,-1,1137,309,1194,357,-1
651,car,0.67,14,1383,324,1435,362,-1,1383,324,1435,362,-1
651,car,0.52,15,1343,321,1383,351,-1,1343,321,1383,351,-1
651,car,0.54,16,1500,335,1755,472,-1,1500,335,1755,472,-1
652,person,0.89,17,803,290,832,380,-1,803,290,832,380,-1
652,person,0.38,8,766,285,802,382,-1,766,285,802,382,-1
652,car,0.6,10,1269,317,1298,341,-1,1269,317,1298,341,-1
652,car,0.29,12,1366,323,1397,356,-1,1366,323,1397,356,-1
652,car,0.55,6,1136,309,1195,357,-1,1136,309,1195,357,-1
652,car,0.68,14,1383,324,1435,362,-1,1383,324,1435,362,-1
652,car,0.51,15,1343,321,1384,351,-1,1343,321,1384,351,-1
652,car,0.55,16,1494,335,1740,468,-1,1494,335,1740,468,-1
653,person,0.89,17,803,290,832,379,-1,803,290,832,379,-1
653,person,0.39,8,768,285,803,381,-1,768,285,803,381,-1
653,car,0.57,10,1270,317,1298,341,-1,1270,317,1298,341,-1
653,car,0.28,12,1366,323,1397,356,-1,1366,323,1397,356,-1
653,car,0.57,6,1135,310,1195,357,-1,1135,310,1195,357,-1
653,car,0.68,14,1383,324,1435,361,-1,1383,324,1435,361,-1
653,car,0.52,15,1343,321,1384,351,-1,1343,321,1384,351,-1
653,car,0.57,16,1488,334,1727,465,-1,1488,334,1727,465,-1
654,person,0.87,17,802,288,833,378,-1,802,288,833,378,-1
654,person,0.35,8,769,285,804,379,-1,769,285,804,379,-1
654,car,0.51,10,1270,317,1298,341,-1,1270,317,1298,341,-1
654,car,0.3,12,1366,323,1397,356,-1,1366,323,1397,356,-1
654,car,0.57,6,1134,309,1194,358,-1,1134,309,1194,358,-1
654,car,0.68,14,1383,324,1434,361,-1,1383,324,1434,361,-1
654,car,0.5,15,1343,321,1384,351,-1,1343,321,1384,351,-1
654,car,0.56,16,1481,334,1713,463,-1,1481,334,1713,463,-1
655,person,0.88,17,802,287,833,376,-1,802,287,833,376,-1
655,person,0.32,8,770,284,805,377,-1,770,284,805,377,-1
655,car,0.53,10,1270,317,1298,341,-1,1270,317,1298,341,-1
655,car,0.29,12,1367,323,1397,356,-1,1367,323,1397,356,-1
655,car,0.56,6,1134,309,1194,358,-1,1134,309,1194,358,-1
655,car,0.65,14,1383,324,1434,361,-1,1383,324,1434,361,-1
655,car,0.5,15,1343,321,1384,351,-1,1343,321,1384,351,-1
655,car,0.56,16,1476,334,1701,460,-1,1476,334,1701,460,-1
656,person,0.89,17,803,287,834,378,-1,803,287,834,378,-1
656,person,0.44,8,770,285,805,377,-1,770,285,805,377,-1
656,car,0.58,10,1268,317,1298,341,-1,1268,317,1298,341,-1
656,car,0.32,12,1366,322,1397,356,-1,1366,322,1397,356,-1
656,car,0.57,6,1133,309,1194,359,-1,1133,309,1194,359,-1
656,car,0.62,14,1383,324,1434,361,-1,1383,324,1434,361,-1
656,car,0.5,15,1343,321,1384,352,-1,1343,321,1384,352,-1
656,car,0.56,16,1473,333,1691,458,-1,1473,333,1691,458,-1
657,person,0.88,17,804,287,834,377,-1,804,287,834,377,-1
657,person,0.48,8,771,285,807,378,-1,771,285,807,378,-1
657,car,0.6,10,1268,317,1298,342,-1,1268,317,1298,342,-1
657,car,0.33,12,1366,322,1397,356,-1,1366,322,1397,356,-1
657,car,0.57,6,1132,309,1195,359,-1,1132,309,1195,359,-1
657,car,0.61,14,1383,324,1433,361,-1,1383,324,1433,361,-1
657,car,0.51,15,1343,321,1385,352,-1,1343,321,1385,352,-1
657,car,0.57,16,1467,332,1680,456,-1,1467,332,1680,456,-1
658,person,0.89,17,805,287,835,378,-1,805,287,835,378,-1
658,person,0.48,8,771,286,807,378,-1,771,286,807,378,-1
658,car,0.57,10,1268,317,1299,342,-1,1268,317,1299,342,-1
658,car,0.33,12,1366,322,1397,356,-1,1366,322,1397,356,-1
658,car,0.58,6,1132,309,1195,360,-1,1132,309,1195,360,-1
658,car,0.67,14,1383,324,1433,361,-1,1383,324,1433,361,-1
658,car,0.51,15,1343,321,1384,352,-1,1343,321,1384,352,-1
658,car,0.58,16,1463,331,1669,452,-1,1463,331,1669,452,-1
659,person,0.89,17,805,287,836,378,-1,805,287,836,378,-1
659,person,0.46,8,772,286,807,378,-1,772,286,807,378,-1
659,car,0.55,10,1266,316,1299,342,-1,1266,316,1299,342,-1
659,car,0.34,12,1364,322,1397,356,-1,1364,322,1397,356,-1
659,car,0.58,6,1131,309,1195,360,-1,1131,309,1195,360,-1
659,car,0.71,14,1383,324,1434,361,-1,1383,324,1434,361,-1
659,car,0.49,15,1343,321,1385,352,-1,1343,321,1385,352,-1
659,car,0.57,16,1456,331,1659,450,-1,1456,331,1659,450,-1
660,person,0.88,17,806,287,838,377,-1,806,287,838,377,-1
660,person,0.33,8,773,286,807,377,-1,773,286,807,377,-1
660,car,0.48,10,1265,316,1298,342,-1,1265,316,1298,342,-1
660,car,0.34,12,1365,322,1397,356,-1,1365,322,1397,356,-1
660,car,0.57,6,1130,310,1194,360,-1,1130,310,1194,360,-1
660,car,0.74,14,1383,324,1437,361,-1,1383,324,1437,361,-1
660,car,0.52,15,1343,321,1384,351,-1,1343,321,1384,351,-1
660,car,0.57,16,1450,328,1648,446,-1,1450,328,1648,446,-1
661,person,0.89,17,806,286,838,377,-1,806,286,838,377,-1
661,person,0.31,8,773,286,807,376,-1,773,286,807,376,-1
661,car,0.4,10,1266,316,1298,342,-1,1266,316,1298,342,-1
661,car,0.33,12,1365,323,1398,356,-1,1365,323,1398,356,-1
661,car,0.55,6,1129,310,1194,361,-1,1129,310,1194,361,-1
661,car,0.74,14,1383,324,1439,361,-1,1383,324,1439,361,-1
661,car,0.54,15,1343,321,1383,351,-1,1343,321,1383,351,-1
661,car,0.57,16,1449,330,1640,444,-1,1449,330,1640,444,-1
662,person,0.85,17,809,287,838,377,-1,809,287,838,377,-1
662,person,0.18,8,773,286,809,378,-1,773,286,809,378,-1
662,car,0.48,10,1266,316,1297,342,-1,1266,316,1297,342,-1
662,car,0.31,12,1366,323,1398,356,-1,1366,323,1398,356,-1
662,car,0.54,6,1129,311,1194,361,-1,1129,311,1194,361,-1
662,car,0.75,14,1383,324,1442,362,-1,1383,324,1442,362,-1
662,car,0.55,15,1343,321,1381,351,-1,1343,321,1381,351,-1
662,car,0.56,16,1443,330,1631,440,-1,1443,330,1631,440,-1
663,person,0.89,17,808,286,838,377,-1,808,286,838,377,-1
663,person,0.22,8,773,285,809,378,-1,773,285,809,378,-1
663,car,0.47,10,1267,316,1297,342,-1,1267,316,1297,342,-1
663,car,0.32,12,1364,323,1398,356,-1,1364,323,1398,356,-1
663,car,0.55,6,1130,311,1194,361,-1,1130,311,1194,361,-1
663,car,0.74,14,1383,324,1444,362,-1,1383,324,1444,362,-1
663,car,0.55,15,1343,321,1382,351,-1,1343,321,1382,351,-1
663,car,0.57,16,1440,330,1623,440,-1,1440,330,1623,440,-1
663,car,0.93,17,1048,315,1107,345,-1,1048,315,1107,345,-1
664,person,0.62,18,809,287,838,377,-1,809,287,838,377,-1
664,person,0.14,8,774,283,809,378,-1,774,283,809,378,-1
664,car,0.48,10,1268,316,1297,342,-1,1268,316,1297,342,-1
664,car,0.31,12,1365,323,1398,356,-1,1365,323,1398,356,-1
664,car,0.55,6,1130,312,1194,362,-1,1130,312,1194,362,-1
664,car,0.74,14,1383,325,1442,362,-1,1383,325,1442,362,-1
664,car,0.55,15,1343,321,1381,351,-1,1343,321,1381,351,-1
664,car,0.55,16,1434,330,1614,437,-1,1434,330,1614,437,-1
664,car,0.9,17,1048,316,1108,344,-1,1048,316,1108,344,-1
665,person,0.61,18,811,286,839,376,-1,811,286,839,376,-1
665,person,0.12,8,775,283,809,376,-1,775,283,809,376,-1
665,car,0.51,10,1268,316,1298,342,-1,1268,316,1298,342,-1
665,car,0.32,12,1364,323,1398,356,-1,1364,323,1398,356,-1
665,car,0.55,6,1130,311,1194,362,-1,1130,311,1194,362,-1
665,car,0.74,14,1383,325,1440,362,-1,1383,325,1440,362,-1
665,car,0.57,15,1343,321,1382,351,-1,1343,321,1382,351,-1
665,car,0.56,16,1429,328,1604,435,-1,1429,328,1604,435,-1
665,car,0.91,17,1048,316,1110,345,-1,1048,316,1110,345,-1
666,person,0.61,18,811,286,840,377,-1,811,286,840,377,-1
666,person,0.22,8,776,283,809,376,-1,776,283,809,376,-1
666,car,0.56,10,1269,316,1298,342,-1,1269,316,1298,342,-1
666,car,0.3,12,1364,323,1398,357,-1,1364,323,1398,357,-1
666,car,0.56,6,1129,311,1194,362,-1,1129,311,1194,362,-1
666,car,0.73,14,1382,325,1437,361,-1,1382,325,1437,361,-1
666,car,0.57,15,1343,321,1383,351,-1,1343,321,1383,351,-1
666,car,0.57,16,1425,327,1597,434,-1,1425,327,1597,434,-1
666,car,0.9,17,1048,315,1108,344,-1,1048,315,1108,344,-1
667,person,0.58,18,810,286,841,378,-1,810,286,841,378,-1
667,person,0.4,8,776,283,810,377,-1,776,283,810,377,-1
667,car,0.64,10,1268,316,1298,342,-1,1268,316,1298,342,-1
667,car,0.31,12,1362,323,1398,356,-1,1362,323,1398,356,-1
667,car,0.56,6,1125,312,1196,362,-1,1125,312,1196,362,-1
667,car,0.72,14,1382,325,1439,360,-1,1382,325,1439,360,-1
667,car,0.54,15,1343,321,1384,351,-1,1343,321,1384,351,-1
667,car,0.58,16,1419,326,1590,432,-1,1419,326,1590,432,-1
667,car,0.88,17,1050,317,1113,345,-1,1050,317,1113,345,-1
668,person,0.43,18,810,286,842,379,-1,810,286,842,379,-1
668,person,0.45,8,777,283,811,378,-1,777,283,811,378,-1
668,car,0.69,10,1268,316,1298,342,-1,1268,316,1298,342,-1
668,car,0.3,12,1362,323,1397,356,-1,1362,323,1397,356,-1
668,car,0.55,6,1125,311,1195,363,-1,1125,311,1195,363,-1
668,car,0.73,14,1382,325,1439,360,-1,1382,325,1439,360,-1
668,car,0.55,15,1343,321,1385,351,-1,1343,321,1385,351,-1
668,car,0.58,16,1419,326,1583,429,-1,1419,326,1583,429,-1
668,car,0.9,17,1052,317,1115,346,-1,1052,317,1115,346,-1
669,person,0.45,18,811,285,842,378,-1,811,285,842,378,-1
669,person,0.3,8,777,283,811,378,-1,777,283,811,378,-1
669,car,0.6,10,1267,316,1298,342,-1,1267,316,1298,342,-1
669,car,0.3,12,1361,323,1396,356,-1,1361,323,1396,356,-1
669,car,0.54,6,1125,311,1195,363,-1,1125,311,1195,363,-1
669,car,0.74,14,1381,326,1440,360,-1,1381,326,1440,360,-1
669,car,0.54,15,1343,321,1385,351,-1,1343,321,1385,351,-1
669,car,0.58,16,1419,329,1577,427,-1,1419,329,1577,427,-1
669,car,0.88,17,1055,318,1116,345,-1,1055,318,1116,345,-1
670,person,0.4,18,812,283,842,378,-1,812,283,842,378,-1
670,person,0.26,8,778,282,812,379,-1,778,282,812,379,-1
670,car,0.57,10,1266,317,1298,342,-1,1266,317,1298,342,-1
670,car,0.3,12,1359,324,1397,356,-1,1359,324,1397,356,-1
670,car,0.54,6,1126,310,1194,363,-1,1126,310,1194,363,-1
670,car,0.73,14,1381,326,1441,360,-1,1381,326,1441,360,-1
670,car,0.45,15,1343,322,1385,351,-1,1343,322,1385,351,-1
670,car,0.58,16,1411,327,1570,426,-1,1411,327,1570,426,-1
670,car,0.85,17,1057,317,1115,345,-1,1057,317,1115,345,-1
671,person,0.42,18,811,282,843,378,-1,811,282,843,378,-1
671,person,0.24,8,778,282,812,379,-1,778,282,812,379,-1
671,car,0.62,10,1267,317,1298,342,-1,1267,317,1298,342,-1
671,car,0.28,12,1362,324,1397,356,-1,1362,324,1397,356,-1
671,car,0.55,6,1126,310,1194,363,-1,1126,310,1194,363,-1
671,car,0.7,14,1380,326,1441,360,-1,1380,326,1441,360,-1
671,car,0.43,15,1343,322,1384,351,-1,1343,322,1384,351,-1
671,car,0.57,16,1407,327,1565,424,-1,1407,327,1565,424,-1
671,car,0.82,17,1058,317,1116,345,-1,1058,317,1116,345,-1
672,person,0.46,18,812,283,843,378,-1,812,283,843,378,-1
672,person,0.39,8,779,282,813,380,-1,779,282,813,380,-1
672,car,0.66,10,1270,317,1299,342,-1,1270,317,1299,342,-1
672,car,0.26,12,1365,324,1398,356,-1,1365,324,1398,356,-1
672,car,0.55,6,1126,309,1195,363,-1,1126,309,1195,363,-1
672,car,0.66,14,1380,326,1440,359,-1,1380,326,1440,359,-1
672,car,0.38,15,1343,322,1384,351,-1,1343,322,1384,351,-1
672,car,0.55,16,1405,328,1560,422,-1,1405,328,1560,422,-1
672,car,0.82,17,1060,317,1118,346,-1,1060,317,1118,346,-1
673,person,0.45,18,813,284,843,377,-1,813,284,843,377,-1
673,person,0.37,8,780,282,813,379,-1,780,282,813,379,-1
673,car,0.64,10,1267,317,1298,341,-1,1267,317,1298,341,-1
673,car,0.23,12,1367,324,1400,356,-1,1367,324,1400,356,-1
673,car,0.57,6,1126,309,1195,364,-1,1126,309,1195,364,-1
673,car,0.66,14,1382,326,1436,358,-1,1382,326,1436,358,-1
673,car,0.35,15,1343,322,1382,351,-1,1343,322,1382,351,-1
673,car,0.54,16,1400,328,1552,422,-1,1400,328,1552,422,-1
673,car,0.8,17,1060,317,1119,345,-1,1060,317,1119,345,-1
674,person,0.36,18,813,283,844,376,-1,813,283,844,376,-1
674,person,0.28,8,781,281,814,378,-1,781,281,814,378,-1
674,car,0.63,10,1265,317,1297,341,-1,1265,317,1297,341,-1
674,car,0.22,12,1367,325,1399,356,-1,1367,325,1399,356,-1
674,car,0.61,6,1126,309,1195,364,-1,1126,309,1195,364,-1
674,car,0.7,14,1381,326,1434,358,-1,1381,326,1434,358,-1
674,car,0.3,15,1343,322,1382,351,-1,1343,322,1382,351,-1
674,car,0.56,16,1395,326,1545,419,-1,1395,326,1545,419,-1
674,car,0.83,17,1060,316,1117,345,-1,1060,316,1117,345,-1
675,person,0.37,18,813,284,844,376,-1,813,284,844,376,-1
675,person,0.39,8,781,282,814,378,-1,781,282,814,378,-1
675,car,0.64,10,1265,317,1296,341,-1,1265,317,1296,341,-1
675,car,0.23,12,1365,325,1398,356,-1,1365,325,1398,356,-1
675,car,0.6,6,1126,309,1195,364,-1,1126,309,1195,364,-1
675,car,0.68,14,1383,326,1439,357,-1,1383,326,1439,357,-1
675,car,0.26,15,1344,322,1382,351,-1,1344,322,1382,351,-1
675,car,0.59,16,1393,326,1540,418,-1,1393,326,1540,418,-1
